9.233784369264823599e-01,0.000000000000000000e+00,-2.175015748214539565e-02,6.066624062393340816e-02,-5.072266915702527967e-02,-1.571550551538579144e-01,8.808329881659728022e-02,-1.069225224627313037e-01,3.815319200892604984e-02,2.079574933911249590e-01
0.000000000000000000e+00,1.076524985644516041e+00,-4.559171907069296120e-02,-3.224731376931841420e-03,-9.694417852550663017e-02,9.563883919726942628e-03,-1.095809602891837792e-01,-7.583206418507158764e-02,3.593414409643302249e-02,-6.785360598621531514e-02
-2.175015748214540606e-02,-4.559171907069296814e-02,7.999910482759631236e-01,0.000000000000000000e+00,2.635360651355599104e-02,-4.655027612707512974e-02,1.197722960434778779e-02,1.107941315364658619e-01,1.151963284192187992e-01,-5.931546549818100117e-02
6.066624062393340816e-02,-3.224731376931837083e-03,0.000000000000000000e+00,1.100808843110443469e+00,1.006331092034262326e-01,6.135934845761920747e-02,-1.568944499472967324e-01,1.587559094864670825e-02,1.440681575747216614e-01,-4.194602894926342807e-02
-5.072266915702526580e-02,-9.694417852550661630e-02,2.635360651355599451e-02,1.006331092034262326e-01,6.784880852945577301e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.253473500805864997e-04,-1.147272189476458981e-01
-1.571550551538579144e-01,9.563883919726940894e-03,-4.655027612707512974e-02,6.135934845761922135e-02,0.000000000000000000e+00,8.403744717407349851e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.830558285912264316e-03,1.339276679540881039e-02
8.808329881659728022e-02,-1.095809602891837792e-01,1.197722960434778952e-02,-1.568944499472967324e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.137810002352752647e+00,0.000000000000000000e+00,-2.611742687179065270e-02,1.084203524960759280e-01
-1.069225224627312759e-01,-7.583206418507157376e-02,1.107941315364658619e-01,1.587559094864671172e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.215105375993535963e+00,9.466525189291426223e-02,6.278904117941815077e-02
3.815319200892604984e-02,3.593414409643302249e-02,1.151963284192188131e-01,1.440681575747216336e-01,1.253473500805877194e-04,3.830558285912262148e-03,-2.611742687179065617e-02,9.466525189291426223e-02,8.290195026894013886e-01,0.000000000000000000e+00
2.079574933911249313e-01,-6.785360598621528738e-02,-5.931546549818100811e-02,-4.194602894926342807e-02,-1.147272189476458842e-01,1.339276679540881559e-02,1.084203524960759141e-01,6.278904117941815077e-02,0.000000000000000000e+00,1.161325506821686782e+00
