6.871414874786177518e-02,7.891605562828349352e-02,9.595703941291862382e-02,1.086812238674045999e-01
-3.027301143572052600e-01,-3.442261890809898972e-01,-4.117758518820275326e-01,-4.607946904286253642e-01
9.706482880265740465e-02,1.268061541184122287e-01,1.778197306313245574e-01,2.167783989670170885e-01
6.341045297064078212e-02,7.767305297524289276e-02,9.758241499831912802e-02,1.093989688484417744e-01
-2.881591417902683652e-02,-3.632966233640944759e-02,-5.000463771160251758e-02,-6.105918465122150973e-02
-4.777128965462837940e-01,-5.049081650997222503e-01,-5.490966702800460508e-01,-5.810264095035591048e-01
-1.219764115824671924e+00,-1.282105219658588480e+00,-1.383155832101822469e+00,-1.456190162437405844e+00
1.694009776227295150e-01,1.737980719728845769e-01,1.799172320679470749e-01,1.835608349447635235e-01
-1.457014569639650852e-16,-2.251626014814429895e-17,-2.214957342196976970e-16,4.290859160709456410e-17
2.526416945725429880e-16,-1.257550434664949290e-16,2.923060940019935048e-16,-1.821012850431928832e-17
